Active_Growth_Period,Bloom_Period,Coppice_Potential,Duration,Fertility_Requirement,Foliage_Porosity_Summer,Genus,Growth_Form,Growth_Habit,Growth_Rate,Height_Mature_feet,Known_Allelopath,Species,State_and_Province,Vegetative_Spread_Rate,pH_Maximum,pH_Minimum
,,,Perennial,,,Potamogeton,,Forb/herb,,,,natans,"USA (AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, UT, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK)",,,
,,,Perennial,,,Poa,,Graminoid,,,,nemoralis,"USA (AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT), DEN (GL), FRA (SPM)",,,
,,,Perennial,,,Potamogeton,,Forb/herb,,,,nodosus,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, NB, NS, ON, QC, SK)",,,
,,,"Annual, Biennial, Perennial",,,Potentilla,,Forb/herb,,,,norvegica,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",,,
,,,"Biennial, Perennial",,,Polytaenia,,Forb/herb,,,,nuttallii,"USA (AL, AR, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, ND, NE, OK, TN, TX, WI)",,,
,,,Perennial,,,Potamogeton,,Forb/herb,,,,obtusifolius,"USA (AK, CT, KS, MA, MD, ME, MI, MN, MT, NE, NH, NJ, NY, PA, RI, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT)",,,
,,,Perennial,,,Poa,,Graminoid,,,,occidentalis,"USA (AZ, CO, NM, TX)",,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Moderate,Poa,Bunch,Graminoid,Moderate,4.0,No,palustris,"USA (AK, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",None,7.5,4.9
,,,Perennial,,,Podophyllum,,Forb/herb,,,,peltatum,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NS, ON, QC)",,,
,,,Perennial,,,Potamogeton,,Forb/herb,,,,perfoliatus,"USA (AK, AL, CT, DC, DE, FL, LA, MA, MD, ME, MI, MN, MS, NC, NH, NJ, NY, OH, PA, RI, TX, VA, VT, WI), CAN (BC, LB, NB, NF, NS, ON, PE, QC), DEN (GL), FRA (SPM)",,,
,,,"Annual, Perennial",,,Portulaca,,Forb/herb,,,,pilosa,"USA (AL, AR, AZ, CO, FL, GA, HI, KS, LA, MO, MS, NC, NJ, NM, NY, OK, SC, TN, TX, UM), USA+ (PR, VI)",,,
,,,"Annual, Perennial",,,Polypremum,,Forb/herb,,,,procumbens,"USA (AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OK, PA, SC, TN, TX, VA), USA+ (PR)",,,
"Spring, Summer, Fall",Mid Spring,No,Perennial,High,Porous,Poa,Rhizomatous,Graminoid,Moderate,1.5,No,pratensis,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Rapid,8.4,5.0
,,,Perennial,,,Polygonatum,,Forb/herb,,,,pubescens,"USA (CT, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NS, ON, QC)",,,
,,,Perennial,,,Potamogeton,,Forb/herb,,,,pusillus,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Potentilla,,Forb/herb,,,,pulcherrima,"USA (AZ, CO, CT, ID, MN, MT, NH, NM, NV, OR, SD, UT, WA, WY), CAN (BC, MB, SK)",,,
,,,Perennial,,,Poa,,Graminoid,,,,reflexa,"USA (AZ, CO, ID, MT, NM, NV, OR, UT, WY)",,,
,,,Perennial,,,Polemonium,,"Subshrub, Forb/herb",,,,reptans,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (ON, QC)",,,
,,,Annual,,,Polygala,,Forb/herb,,,,rugelii,USA (FL),,,
,,,Annual,,,Porophyllum,,Forb/herb,,,,ruderale,"USA (, AZ, CA, NM, TX), USA+ (PR, VI)",,,
,,,Perennial,,,Poa,,Graminoid,,,,saltuensis,"USA (CT, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC), FRA (SPM)",,,
,,,Annual,,,Polygala,,Forb/herb,,,,sanguinea,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)",,,
,,,"Annual, Perennial",,,Polygonum,,"Vine, Forb/herb",,,,sagittatum,"USA (AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (LB, MB, NB, NF, NS, ON, PE, QC), FRA (SPM)",,,
,,,Perennial,,,Polypodium,,Forb/herb,,,,scouleri,"USA (CA, OR, WA), CAN (BC)",,,
Spring,Late Spring,No,Perennial,Medium,Moderate,Poa,Bunch,Graminoid,Moderate,1.4,No,secunda,"USA (AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NE, NM, NV, OK, OR, SD, UT, WA, WY), CAN (AB, BC, NT, ON, QC, SK, YT)",None,8.0,6.0
,,,Perennial,,,Polygala,,Forb/herb,,,,senega,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV, WY), CAN (AB, BC, MB, NB, ON, QC, SK)",,,
,,,Perennial,,,Potentilla,,Forb/herb,,,,simplex,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC), FRA (SPM)",,,
,,,Perennial,,,Poa,,Graminoid,,,,strictiramea,USA (TX),,,
,,,Perennial,,,Portulaca,,"Subshrub, Forb/herb",,,,suffrutescens,"USA (AZ, NM, TX)",,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Moderate,Poa,Bunch,Graminoid,Moderate,3.0,No,sylvestris,"USA (AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV), CAN (ON)",None,7.0,5.9
Spring and Summer,Mid Spring,Yes,Perennial,Medium,Dense,Populus,Single Stem,Tree,Rapid,65,No,tremuloides,"USA (AK, AR, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Moderate,9.0,4.3
,,,Annual,,,Portulaca,,Forb/herb,,,,umbraticola,"USA (AR, AZ, GA, LA, MS, NC, NM, OK, SC, TX)",,,
,,,Perennial,,,Polemonium,,Forb/herb,,,,vanbruntiae,"USA (MD, ME, NJ, NY, PA, VT, WV), CAN (NB, QC)",,,
,,,Perennial,,,Polemonium,,Forb/herb,,,,viscosum,"USA (AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Polypodium,,Forb/herb,,,,virginianum,"USA (AK, AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV), CAN (LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), DEN (GL), FRA (SPM)",,,
,,,Perennial,,,Primula,,Forb/herb,,,,alcalina,"USA (ID, MT)",,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Prunus,Single Stem,"Tree, Shrub",Moderate,24,No,americana,"USA (AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (MB, ON, QC, SK)",None,7.0,5.0
,,,Perennial,,,Primula,,Forb/herb,,,,angustifolia,"USA (CO, NM)",,,
,,,Perennial,,,Prunus,,Shrub,,,,andersonii,"USA (CA, NV)",,,
Spring and Summer,Early Spring,No,Perennial,Medium,Dense,Prunus,Multiple Stem,"Tree, Shrub",Moderate,12,No,angustifolia,"USA (AL, AR, CA, CO, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, NJ, NM, OK, PA, SC, TN, TX, VA, WV)",Slow,7.5,5.0
,,,Perennial,,,Prunus,,"Tree, Shrub",,,,caroliniana,"USA (AL, AR, CA, FL, GA, LA, MS, NC, SC, TX)",,,
,,,Perennial,,,Primula,,Forb/herb,,,,capillaris,USA (NV),,,
,,,Perennial,,,Prosthechea,,Forb/herb,,,,cochleata,"USA (FL), USA+ (PR, VI)",,,
,,,Perennial,,,Primula,,Forb/herb,,,,cusickiana,"USA (ID, NV, OR, UT)",,,
,,,Perennial,,,Primula,,Forb/herb,,,,egaliksensis,"USA (AK, CO, WY), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, YT), DEN (GL)",,,
Spring,Mid Spring,No,Perennial,Medium,Moderate,Prunus,Thicket Forming,"Tree, Shrub",Moderate,80,No,emarginata,"USA (AZ, CA, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)",None,7.8,6.2
,,,Perennial,,,Prunus,,Shrub,,,,eremophila,USA (CA),,,
Spring and Summer,Early Spring,No,Perennial,Low,Porous,Prunus,Multiple Stem,Shrub,Slow,6.0,No,fasciculata,"USA (AZ, CA, NV, UT)",None,8.5,7.0
,,,Perennial,,,Prunus,,Shrub,,,,geniculata,USA (FL),,,
,,,Perennial,,,Prunus,,Shrub,,,,gracilis,"USA (AL, AR, CO, KS, LA, NM, OK, TX)",,,
,,,Perennial,,,Prunus,,Shrub,,,,havardii,USA (TX),,,
,,,Perennial,,,Prunus,,"Tree, Shrub",,,,hortulana,"USA (AR, IA, IL, IN, KS, KY, MA, MD, MO, NE, OH, OK, TN, TX, VA, WV)",,,
,,,Perennial,,,Prosartes,,Forb/herb,,,,hookeri,"USA (CA, ID, MI, MT, OR, WA), CAN (AB, BC)",,,
,,,Perennial,,,Prunus,,"Tree, Shrub",,,,ilicifolia,USA (CA),,,
Spring and Summer,Late Spring,No,Perennial,Medium,Porous,Primula,Single Crown,Forb/herb,Moderate,1.2,No,incana,"USA (AK, CO, ID, MT, ND, UT, WY), CAN (AB, BC, MB, NT, SK, YT)",None,7.5,5.5
,,,Perennial,,,Primula,,Forb/herb,,,,laurentiana,"USA (ME), CAN (LB, NB, NF, NS, ON, QC)",,,
,,,Perennial,,,Prosartes,,Forb/herb,,,,lanuginosa,"USA (AL, AR, GA, KY, MD, NC, NY, OH, PA, SC, TN, VA, WV), CAN (ON)",,,
,,,Perennial,,,Prosartes,,Forb/herb,,,,maculata,"USA (AL, GA, KY, MI, NC, OH, TN, VA, WV)",,,
Spring and Summer,Late Spring,Yes,Perennial,Low,Moderate,Prunus,Multiple Stem,Shrub,Moderate,12,No,maritima,"USA (CT, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VA)",Slow,7.7,5.8
,,,Perennial,,,Prunus,,"Tree, Shrub",,,,mexicana,"USA (AL, AR, GA, IA, IL, IN, KS, KY, LA, MO, MS, NC, NE, OH, OK, SC, SD, TN, TX, WI)",,,
,,,Perennial,,,Primula,,Forb/herb,,,,mistassinica,"USA (AK, IA, IL, ME, MI, MN, NY, VT, WI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT)",,,
,,,Perennial,,,Prunus,,Shrub,,,,minutiflora,USA (TX),,,
,,,Perennial,,,Prunus,,Shrub,,,,murrayana,USA (TX),,,
,,,Perennial,,,Prunus,,Tree,,,,nigra,"USA (CT, IA, IL, IN, MA, ME, MI, MN, NH, NJ, NY, OH, VT, WI), CAN (MB, NB, NS, ON, QC)",,,
,,,Perennial,,,Primula,,Forb/herb,,,,parryi,"USA (AZ, CO, ID, MT, NM, NV, UT, WY)",,,
,,,Perennial,,,Prunus,,"Tree, Shrub",,,,pensylvanica,"USA (CO, CT, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA (SPM)",,,
,,,Perennial,,,Prosopis,,"Tree, Shrub",,,,pubescens,"USA (AZ, CA, NM, NV, TX, UT)",,,
Spring and Summer,Late Spring,No,Perennial,Low,Dense,Prunus,Multiple Stem,Shrub,Slow,6.0,No,pumila,"USA (AR, CO, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, OR, PA, SD, TN, UT, VT, WI, WY), CAN (MB, NB, ON, QC, SK)",Slow,7.0,5.9
,,,Perennial,,,Prunus,,Shrub,,,,rivularis,"USA (AR, CO, KS, OK, TX)",,,
,,,Perennial,,,Primula,,Forb/herb,,,,rusbyi,"USA (AZ, NM)",,,
Spring and Summer,Late Spring,Yes,Perennial,Medium,Moderate,Prunus,Multiple Stem,"Tree, Shrub",Rapid,80,No,serotina,"USA (AL, AR, AZ, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV), CAN (BC, NB, NS, ON, QC)",None,7.5,4.0
,,,Perennial,,,Prosartes,,Forb/herb,,,,smithii,"USA (CA, OR, WA), CAN (BC)",,,
,,,Perennial,,,Primula,,Forb/herb,,,,specuicola,"USA (AZ, UT)",,,
,,,Perennial,,,Primula,,Subshrub,,,,suffrutescens,USA (CA),,,
Spring and Summer,Early Spring,Yes,Perennial,Low,Dense,Prunus,Thicket Forming,"Tree, Shrub",Moderate,25,No,subcordata,"USA (CA, OR, WA)",Moderate,7.5,6.5
,,,Perennial,,,Prosartes,,Forb/herb,,,,trachycarpa,"USA (AZ, CO, ID, MI, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, ON, SK)",,,
,,,Perennial,,,Prunus,,"Tree, Shrub",,,,umbellata,"USA (AL, AR, FL, GA, LA, MS, NC, SC, TN, TX)",,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Prunus,Multiple Stem,"Tree, Shrub",Rapid,25,Yes,virginiana,"USA (AK, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA (SPM)",Moderate,8.4,5.2
,,,Perennial,,,Psilostrophe,,"Subshrub, Forb/herb",,,,cooperi,"USA (AZ, CA, NM, NV, UT)",,,
,,,Perennial,,,Psychotria,,"Tree, Shrub",,,,ligustrifolia,"USA (FL), USA+ (PR)",,,
,,,Perennial,,,Pseudotsuga,,Tree,,,,macrocarpa,USA (CA),,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Pseudotsuga,Single Stem,Tree,Moderate,200,No,menziesii,"USA (AZ, CA, CO, ID, MN, MT, NJ, NM, NV, NY, OR, PA, TX, UT, WA, WY), CAN (AB, BC)",None,7.5,5.0
,,,Perennial,,,Psychotria,,"Tree, Shrub",,,,nervosa,"USA (FL), USA+ (PR, VI)",,,
,,,Perennial,,,Psilotum,,Forb/herb,,,,nudum,"USA (AL, AR, AZ, FL, GA, HI, LA, MS, NC, SC, TX, UM), USA+ (PR, VI)",,,
,,,"Annual, Biennial",,,Pseudognaphalium,,Forb/herb,,,,obtusifolium,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)",,,
,,,"Annual, Perennial",,,Psathyrotes,,"Subshrub, Forb/herb",,,,ramosissima,"USA (AZ, CA, NV, UT)",,,
,,,Perennial,,,Pseudophoenix,,Tree,,,,sargentii,"USA (, FL), USA+ (PR)",,,
,,,Perennial,,,Psychotria,,Shrub,,,,tenuifolia,"USA (FL), USA+ (PR, VI)",,,
,,,Annual,,,Ptilimnium,,Forb/herb,,,,capillaceum,"USA (AL, AR, CT, DC, DE, FL, GA, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OK, PA, RI, SC, SD, TN, TX, VA), USA+ (PR)",,,
,,,Perennial,,,Purshia,,"Tree, Shrub",,,,mexicana,USA (AZ),,,
,,,Perennial,,,Pulsatilla,,Forb/herb,,,,occidentalis,"USA (CA, ID, MT, OR, WA), CAN (AB, BC)",,,
,,,Perennial,,,Pulsatilla,,Forb/herb,,,,patens,"USA (AK, CO, IA, ID, IL, KS, MI, MN, MT, ND, NE, NM, SD, TX, UT, WA, WI, WY), CAN (AB, BC, MB, NT, ON, SK, YT)",,,
Spring and Summer,Early Spring,No,Perennial,Medium,Dense,Purshia,Multiple Stem,Shrub,Moderate,6.0,No,tridentata,"USA (AZ, CA, CO, ID, MT, NE, NM, NV, OR, UT, WA, WY), CAN (BC)",None,8.4,5.6
,,,Perennial,,,Pycnanthemum,,Forb/herb,,,,albescens,"USA (AL, AR, FL, GA, IL, KS, KY, LA, MO, MS, OK, TX)",,,
,,,Perennial,,,Pyrola,,Subshrub,,,,americana,"USA (CT, DC, DE, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WI, WV), CAN (MB, NB, NF, NS, ON, PE, QC)",,,
,,,"Annual, Biennial",,,Pyrrhopappus,,Forb/herb,,,,carolinianus,"USA (AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, OK, PA, SC, TN, TX, VA, WV)",,,
,,,Perennial,,,Pyrola,,Subshrub,,,,chlorantha,"USA (AK, AZ, CA, CO, CT, DC, DE, ID, IN, MA, MD, ME, MI, MN, MT, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Pyrola,,Subshrub,,,,elliptica,"USA (AZ, CT, DC, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NY, OH, PA, RI, SD, VA, VT, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK)",,,
,,,Perennial,,,Pycnanthemum,,Forb/herb,,,,flexuosum,"USA (AL, FL, GA, MS, NC, SC, VA)",,,
,,,Perennial,,,Pycnanthemum,,Forb/herb,,,,floridanum,"USA (FL, GA)",,,
,,,Perennial,,,Pycnanthemum,,Forb/herb,,,,incanum,"USA (AL, CT, DC, DE, FL, GA, IL, IN, KY, MA, MD, MI, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV), CAN (ON)",,,
,,,Perennial,,,Pyrola,,Subshrub,,,,minor,"USA (AK, AZ, CA, CO, ID, ME, MI, MN, MT, NH, NM, NV, NY, OR, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",,,
,,,Perennial,,,Pycnanthemum,,Forb/herb,,,,muticum,"USA (AL, AR, CT, DC, DE, GA, IL, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WV)",,,
,,,"Annual, Perennial",,,Pyrrhopappus,,Forb/herb,,,,pauciflorus,"USA (AR, AZ, FL, LA, MS, NM, OK, TX)",,,
,,,Perennial,,,Pyrola,,Subshrub,,,,picta,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Pyrularia,,Shrub,,,,pubera,"USA (AL, GA, KY, NC, NY, PA, SC, TN, VA, WV)",,,
,,,Perennial,,,Pycnanthemum,,Forb/herb,,,,tenuifolium,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (ON, QC)",,,
,,,Perennial,,,Pycnanthemum,,Forb/herb,,,,verticillatum,"USA (AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WV), CAN (ON, QC)",,,
,,,Perennial,,,Pycnanthemum,,Forb/herb,,,,virginianum,"USA (AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (NB, ON, QC)",,,
,,,Perennial,,,Quercus,,Tree,,,,acerifolia,USA (AR),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,agrifolia,USA (CA),,,
,,,Perennial,,,Quercus,,"Shrub, Tree",,,,ajoensis,"USA (AZ, CO, NM)",,,
Spring and Summer,Mid Spring,Yes,Perennial,Low,Dense,Quercus,Single Stem,Tree,Slow,100,No,alba,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (ON, QC)",None,6.8,4.5
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,arizonica,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,arkansana,"USA (AL, AR, FL, GA, LA, MS, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,austrina,"USA (AL, FL, GA, MS, NC, SC)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,berberidifolia,USA (CA),,,
Spring and Summer,Early Spring,Yes,Perennial,Medium,Dense,Quercus,Single Stem,Tree,Rapid,100,No,bicolor,"USA (AL, CT, DC, DE, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NS, ON, QC)",None,6.5,4.3
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,boyntonii,"USA (AL, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,buckleyi,"USA (KS, OK, TX)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,carmenensis,USA (TX),,,
,,,Perennial,,,Quercus,,Tree,,,,cedrosensis,USA (CA),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,chapmanii,"USA (AL, FL, GA, SC)",,,
"Spring, Summer, Fall",Late Spring,Yes,Perennial,Low,Dense,Quercus,Single Stem,"Tree, Shrub",Slow,90,No,chrysolepis,"USA (AZ, CA, NM, NV, OR)",Slow,7.5,4.5
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,chihuahuensis,USA (TX),,,
Spring and Summer,Mid Spring,Yes,Perennial,Medium,Dense,Quercus,Single Stem,Tree,Rapid,70,No,coccinea,"USA (AL, AR, CT, DC, DE, GA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)",None,6.9,4.5
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,depressipes,USA (TX),,,
,,,Perennial,,,Quercus,,Tree,,,,douglasii,USA (CA),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,dumosa,USA (CA),,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,durata,USA (CA),,,
,,,Perennial,,,Quercus,,Tree,,,,ellipsoidalis,"USA (IA, IL, IN, MI, MN, MO, ND, OH, WI), CAN (ON)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,emoryi,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Quercus,,Tree,,,,engelmannii,USA (CA),,,
,,,Perennial,,,Quercus,,Tree,,,,falcata,"USA (AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",,,
,,,Perennial,,,Quercus,,"Tree, Shrub",,,,fusiformis,"USA (OK, TX)",,,
