"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",A.H.G.A. Hosta of the Year,AAS (All-America Selection®),Alpine Gardening,B (Boron),Bark,Bats,Beach Front,Bees,Beetles,Bi-Color,Birds,Blue,Bog gardening,Brown,Bulb,Bulbs,Bumblebees,Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Cleistogamous,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Corms,Crowns,Cu (Copper),Culinary Herb,Culinary Herb/Spice,Cut Flower,Cuttings: Cane,Cuttings: Leaf,Cuttings: Root,Cuttings: Stem,Cuttings: Tip,Days to germinate,Deer Resistant,Depth to plant seed,Dioecious,Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Flies,Flood Resistant,Flower Time Fall,Flower Time Late fall or early winter,Flower Time Late spring or early summer,Flower Time Late summer or early fall,Flower Time Late winter or early spring,Flower Time Other,Flower Time Spring,Flower Time Summer,Flower Time Winter,Flower Time Year Round,Flowering Tree,Flowers,Flowers Blooms on new wood,Flowers Blooms on old wood,Flowers Fragrant,Flowers Inconspicuous,Flowers Malodorous,Flowers Nocturnal,Flowers Other,Flowers Showy,Foliage Mound Height,Fruit,Fruit is poisonous,Fruit Dehiscent,Fruit Edible to birds,Fruit Indehiscent,Fruit Other,Fruit Pops open explosively when ripe,Fruit Showy,Fruiting Time Fall,Fruiting Time Late fall or early winter,Fruiting Time Late spring or early summer,Fruiting Time Late summer or early fall,Fruiting Time Late winter or early spring,Fruiting Time Other,Fruiting Time Spring,Fruiting Time Summer,Fruiting Time Winter,Fruiting Time Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genetically Modified,Genus,Goes Dormant,Good as a cover crop,Gophers/Voles,Grass/Grass-like,Green,Groundcover,Guardian plant,Herb/Forb,Houseplant,Hoverflies,Humidity tolerant,Hummingbirds,I (Iodine),In Water,Inflorescence Height,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves Broadleaf,Leaves Deciduous,Leaves Evergreen,Leaves Fragrant,Leaves Glaucous,Leaves Good fall color,Leaves Malodorous,Leaves Needled,Leaves Other,Leaves Semi-evergreen,Leaves Spring ephemeral,Leaves Unusual foliage color,Leaves Variegated,Life cycle,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Midges,Minimum cold hardiness,Mn (Manganese),Mo (Molybdenum),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Needs specific temperature,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Offsets,Orange,Other,Other Beneficial Insects,Other info,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patent/Plant Breeders' Rights,Patio/Ornamental/Small Tree,Pink,Plant Height,Plant Spread,Pollution,Powdery Mildew,Preferred depth,Prefers to be under-potted,Provide darkness,Provide light,Provides winter interest,Purple,RHS AGM,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrels,Start indoors,Stem,Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Texas Superstar®,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Topiary,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Wasps,Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crassifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/85857/Creeping-blueberry-Vaccinium-crassifolium/', 'https://garden.org/plants/view/165511/Creeping-Blueberry-Vaccinium-crassifolium-Wells-Delight/']",True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deliciosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85859/Cascade-Bilberry-Vaccinium-deliciosum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dioica,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/85879/Lesser-Valerian-Valeriana-dioica/', 'https://garden.org/plants/view/85880/Woods-Valerian-Valeriana-dioica-var-sylvatica/']",True,,,,,,,True,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,Zone 10b +1.7 °C (35 °F) to +4.4 °C (40 °F),,,,,,,,,,,,,,,,,,,,,,,,True,,,,to 15 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dilloniana,,,,,,,,,,,,,,,,,,True,,,,,,,,,,['https://garden.org/plants/view/133557/Dillons-Vanilla-Vanilla-dilloniana/'],,,,True,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elliottii,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85860/Elliotts-blueberry-Vaccinium-elliottii/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erythrocarpum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/178913/Southern-Mountain-Cranberry-Vaccinium-erythrocarpum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,formosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/178914/Swamp-Highbush-Blueberry-Vaccinium-formosum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,fuscatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85861/Black-Highbush-Blueberry-Vaccinium-fuscatum/'],True,,,,,,,True,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,Vancouveria,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,Zone 8a,,0.0,,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,,,,,,,,,,,,,,,,,,,,,,True,True,,,,12 to 18 inches,12 inches or more,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,hexandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85890/Northern-Inside-Out-Flower-Vancouveria-hexandra/'],,,,,,,,,,True,True,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,hirsutum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/178915/Hairy-Huckleberry-Vaccinium-hirsutum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,membranaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85863/Mountain-huckleberry-Vaccinium-membranaceum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,True,True,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,,,,,,,,,,,,True,2-3 feet,2-3 feet,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,myrtilloides,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,['https://garden.org/plants/view/85865/Sourtop-Blueberry-Vaccinium-myrtilloides/'],,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,myrtillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/86409/Bilberry-Vaccinium-myrtillus/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myrsinites,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85864/Shiny-blueberry-Vaccinium-myrsinites/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/86707/Western-Valerian-Valeriana-occidentalis/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovalifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85866/Black-Huckleberry-Vaccinium-ovalifolium/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,0.0,,,,,,,,,,True,,,,,,,,,,,,,True,,True,,,True,,,,True,True,True,,,,,,,,,,,True,,Vaccinium,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,True,,Perennial,,,,1.0,True,,,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),,,True,,,,,,,,,,,,,,,,,,,,True,True,,,,6 feet,5 feet,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,ovatum,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,"['https://garden.org/plants/view/85867/Evergreen-Huckleberry-Vaccinium-ovatum/', 'https://garden.org/plants/view/701524/Huckleberry-Vaccinium-ovatum-Blue-Madonna/', 'https://garden.org/plants/view/701525/Huckleberry-Vaccinium-ovatum-Wunderlich/', 'https://garden.org/plants/view/701526/Evergreen-Huckleberry-Vaccinium-ovatum-Scarlet-Ovation/', 'https://garden.org/plants/view/701527/Huckleberry-Vaccinium-ovatum-Indians-Wanderer/', 'https://garden.org/plants/view/781142/Evergreen-Huckleberry-Vaccinium-ovatum-Thunderbird/']",True,,True,,,,,,,,True,,,,,,,
,,,,,,,,,,,,,True,,,,,True,,,,,True,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,True,,,,,,,,True,,,,,,,,True,,,,,,True,,,True,,,,True,True,True,,True,,,,,,,,True,True,,Vaccinium,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,Perennial,,Zone 6b,,0.0,True,,,Zone 2 -45.6 °C (-50 °F) to -42.8 °C (-45°F),,,True,,,True,,,,,,,,,,,,,,,,,,,,,,2 to 6 inches,,,,,,,,True,,,,True,,,,,,,,,,,,,True,True,,True,,True,,,oxycoccos,,,,True,,,True,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/85868/Bog-Cranberry-Vaccinium-oxycoccos/'],,,True,,,,,True,True,True,,,,,,,,
,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,True,,,,,,,,,,,,,True,,True,,,True,,,,True,,,,,,,,True,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,Perennial,,,,1.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,True,up to 13 feet,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,parvifolium,,,,,,,True,,,,,,,,,,True,,,,,,,,,True,,['https://garden.org/plants/view/85870/Red-Huckleberry-Vaccinium-parvifolium/'],,,True,,,,,,,True,True,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,0.0,True,,,,,,,,,True,,,,,,,True,,,,,,,,True,,,True,,,,,,,True,,,,,True,,,,,True,,Vaccinium,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,Zone 8b,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,True,,,True,,,,,,,,,,,,,,,,,,,,,,1 to 3 feet,2 to 3 feet,,,,,,,,,,,True,,True,,,,,,,,,,,,,,True,,True,,,pallidum,,,,,,,True,,,,,,,,True,,,,,,,True,,,,True,,['https://garden.org/plants/view/85869/Blue-Ridge-Blueberry-Vaccinium-pallidum/'],,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vancouveria,,,,,,True,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,0.0,,,,Zone 7a -17.8 °C (0 °F) to -15 °C (5 °F),,,,,,,,,,,,,,,,,,,,,,,True,,,,,12 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,planipetala,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/172562/Redwood-Ivy-Vancouveria-planipetala/'],,,,,,,,,,True,,,,,,,,
,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,,,True,,,,,,,,,,,,,True,,,,,,,0.0,,,,,,True,,,,True,True,,,,,,,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,Vanilla,,,,,True,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,Zone 11,,0.0,True,,,Zone 10a -1.1 °C (30 °F) to +1.7 °C (35 °F),,,True,,,,,,,True,,,,,,,,,,,,,True,True,,,,"25' - 100' in situ, grown as houseplant can attain heights of 6' - 8'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,planifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/87188/Vanilla-Orchid-Vanilla-planifolia/', 'https://garden.org/plants/view/780584/Vanilla-Orchid-Vanilla-planifolia-Variegata/']",,,,True,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,,,,,,,,,,,,True,True,,,,,,,,,,0.0,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,Valerianella,,,,,,,,True,,,,,,,12 in.,,,,,,,,,,,,,,,,,True,,Annual,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 in.,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,,,,,,True,radiata,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/85885/Beaked-Corn-Salad-Valerianella-radiata/'],,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,True,,Vaccinium,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,Perennial,,,True,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,4-20 inches,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,scoparium,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,['https://garden.org/plants/view/85871/Grouseberry-Vaccinium-scoparium/'],True,,,,,,,,,,True,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sitchensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85882/Sitka-Valerian-Valeriana-sitchensis/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,True,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,stamineum,,,,,,,,,,,,,,,,,,,,True,,,,,,,,['https://garden.org/plants/view/85872/Deerberry-Vaccinium-stamineum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/178922/Small-Cluster-Blueberry-Vaccinium-tenellum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uliginosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85873/Bog-Blueberry-Vaccinium-uliginosum/'],True,,,,,,,True,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uliginosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/85883/Mountain-valerian-Valeriana-uliginosa/'],True,,,,,,,True,True,,,,,,,,,
,,,,,,,,,,,,,True,,,True,,True,,,,,,,,,,,,,0.0,True,,,,,,True,,,,,,True,,,,,,True,,True,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,,,True,,True,,,True,,,,True,,,,,,,,,,,,True,True,,Vaccinium,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,Perennial,,,True,0.0,True,,,Zone 8a -12.2 °C (10 °F) to -9.4 °C (15 °F),,,,,,,,,,,,,,,,True,,,,,,,,True,,,True,3 feet,3 feet,,,,,,,,,,,True,,,,,,,,,,,,,,True,,True,,,,,virgatum,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/121112/Southern-High-Bush-Blueberry-Vaccinium-virgatum/', 'https://garden.org/plants/view/116710/Rabbiteye-Blueberry-Vaccinium-virgatum-Tifblue/', 'https://garden.org/plants/view/120632/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Star/', 'https://garden.org/plants/view/120701/Southern-Highbush-Blueberry-Vaccinium-virgatum-Jewel/', 'https://garden.org/plants/view/120702/Southern-Highbush-Blueberry-Vaccinium-virgatum-Sapphire/', 'https://garden.org/plants/view/120703/Southern-Highbush-Blueberry-Vaccinium-virgatum-ONeal/', 'https://garden.org/plants/view/120739/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Sharpblue/', 'https://garden.org/plants/view/120740/Southern-Highbush-Blueberry-Vaccinium-virgatum-Santa-Fe/', 'https://garden.org/plants/view/120742/Southern-High-Bush-Vaccinium-virgatum-Bladen/', 'https://garden.org/plants/view/120743/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Bluecrisp/', 'https://garden.org/plants/view/120744/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Reveille/', 'https://garden.org/plants/view/120776/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Marimba/', 'https://garden.org/plants/view/120788/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Avonblue/', 'https://garden.org/plants/view/120789/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Gulf-Coast/', 'https://garden.org/plants/view/120791/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Georgiagem/', 'https://garden.org/plants/view/120792/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Cooper/', 'https://garden.org/plants/view/120793/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Sampson/', 'https://garden.org/plants/view/120796/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Cape-Fear/', 'https://garden.org/plants/view/120798/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Floridablue/', 'https://garden.org/plants/view/120799/Southern-High-Bush-Blueberry-Vaccinium-virgatum-Magnolia/']",True,,,,,,,True,True,True,,,,True,,,,
